productId,categories,brand,description,size,price.regular,price.promo,Date,Store_Id,image
10,1111042850,"['Dairy', 'Natural & Organic']",Simple Truth Organic,Simple Truth Organic® Whole Milk,0.5 gal,3.29,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111042850
11,1111042854,"['Natural & Organic', 'Dairy']",Simple Truth Organic,Simple Truth Organic® 1% Low Fat Milk,0.5 gal,3.29,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111042854
12,1111042908,"['Dairy', 'Natural & Organic']",Simple Truth Organic,Simple Truth Organic™ Whole Milk,1 gal,5.69,5.49,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111042908
13,81326702000,['Dairy'],A2 Milk,A2 Ultra-Pasteurized Whole Milk,59 fl oz,4.49,3.99,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081326702000
14,81326702007,['Dairy'],A2 Milk,A2 Milk 2% Reduced Fat Milk,59 fl oz,4.49,3.99,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081326702007
15,1111040121,['Dairy'],Springdale,Springdale® Vitamin D Whole Milk,1 gal,2.69,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111040121
16,1111041720,['Dairy'],Springdale,Springdale 2% Reduced Fat Milk,1 gal,2.69,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111041720
17,1111050274,['Dairy'],Kroger,Kroger®  Vitamin D Whole Milk,1 pt,0.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111050274
18,1111050322,['Dairy'],Kroger,Kroger® Vitamin D Whole Milk,1 qt,1.69,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111050322
19,1111050277,['Dairy'],Kroger,Kroger 2% Reduced Fat Milk,1 pt,0.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111050277
20,1111082556,['Dairy'],Kroger,Kroger® Lactose Free 2% Reduced Fat Milk,1/2 gal,2.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111082556
21,85631200275,"['Dairy', 'Natural & Organic']",Fairlife,Fairlife Fat Free Ultra Filtered Lactose Free Milk,52 fl oz,3.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0085631200275
22,2800051575,['Dairy'],Nesquik,Nesquik Strawberry Lowfat Milk,14 fl oz,1.49,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0002800051575
23,4138309072,['Dairy'],Lactaid,Lactaid 100% Lactose Free 2% Reduced Fat Milk,96 fl oz,5.79,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0004138309072
24,85631200279,['Dairy'],Fairlife,Fairlife Chocolate 2% Reduced Fat Ultra-Filtered Lactose Free Milk,52 fl oz,3.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0085631200279
25,1111085333,['Dairy'],Kroger,Kroger® Lactose Free Vitamin D Milk,1/2 gal,2.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111085333
26,1111081818,['Dairy'],Kroger,Kroger® Lactose Free Calcium Enriched 2% Milk,1/2 gal,2.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111081818
27,81162002016,"['Natural & Organic', 'Dairy']",Fairlife,Fairlife Whole Ultra-Filtered Lactose Free Milk,52 fl oz,3.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081162002016
28,4138309010,['Dairy'],Lactaid,Lactaid Lactose Free 2% Reduced Fat Milk,1/2 gal,4.29,3.59,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0004138309010
29,4138309036,['Dairy'],Lactaid,Lactaid 100% Lactose Free Whole Milk,1/2 gal,4.29,3.59,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0004138309036
30,4138309073,['Dairy'],Lactaid,Lactaid 100% Lactose Free Whole Milk,96 fl oz,5.79,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0004138309073
31,1111085314,['Dairy'],Kroger,Kroger® Lactose Free Calcium Enriched Fat Free Milk,1/2 gal,2.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111085314
32,4138309022,['Dairy'],Lactaid,Lactaid 100% Lactose Free 1% Low Fat Milk,1/2 gal,4.29,3.59,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0004138309022
33,1111008303,['Dairy'],Kroger,Kroger® CARBmaster® Ultra Filtered Non-Fat Original Milk,59 fl oz,4.49,3.69,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111008303
34,1111089282,['Dairy'],Kroger,Kroger® Lactose Free 1% Low Fat Milk,1/2 gal,2.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111089282
35,1111041650,['Dairy'],Springdale,Springdale® 1% Lowfat Milk,1 gal,2.69,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111041650
36,1111050325,['Dairy'],Kroger,Kroger® Fat Free Skim Milk,1 qt,1.69,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111050325
37,1111050324,['Dairy'],Kroger,Kroger® 1% Lowfat Milk,1 qt,1.69,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111050324
38,81162002138,"['Natural & Organic', 'Dairy']",Fairlife,Fairlife DHA Omega-3 Ultra-Filtered Whole Milk,52 fl oz,4.59,4.49,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081162002138
39,1111004989,"['Natural & Organic', 'Dairy']",Simple Truth Organic,Simple Truth Organic® Whole Milk,1/2 gal,5.29,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111004989
40,1111042345,['Dairy'],Springdale,Springdale® Fat Free Skim Milk,1 gal,2.69,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111042345
41,1111079809,['Dairy'],Kroger,Kroger® Lactose Free 1% Chocolate Milk,0.5 gal,2.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111079809
42,4138309070,['Dairy'],Lactaid,Lactaid 100% Lactose Free Fat Free Milk,96 fl oz,5.79,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0004138309070
43,1111050278,['Dairy'],Kroger,Kroger® Fat Free Skim Milk Bottle,1 pt,0.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111050278
44,4138309043,['Dairy'],Lactaid,Lactaid 100% Lactose Free Fat Free Milk,1/2 gal,4.29,3.59,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0004138309043
45,85508800546,"['Dairy', 'Natural & Organic']",Maple Hill,Maple Hill Organic 100% Grassfed Whole Milk,1/2 gal,7.29,5.79,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0085508800546
46,1111004990,"['Dairy', 'Natural & Organic']",Simple Truth Organic,Simple Truth Organic® 100% Grass-Fed 2% Milk,64 fl oz,5.29,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111004990
47,76352800022,['Dairy'],Promised Land,Promised Land Dairy Very Berry Strawberry Whole Milk,28 fl oz,3.19,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0076352800022
48,81547301032,['Dairy'],Borden,Borden Whole Vitamin D Milk,1 gal,3.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081547301032
49,1111042111,['Dairy'],Kroger,Kroger®  .5% Low Fat Milk,1/2 gal,1.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111042111
50,81547301037,['Dairy'],Borden,Borden Whole Vitamin D Milk,1/2 gal,2.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081547301037
51,68692400160,['Dairy'],Kroger,Kroger® Fat Free Skim Milk,gallon,,,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0068692400160
52,68692400076,['Dairy'],Kroger,Kroger 1% Lowfat Milk,gallon,,,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0068692400076
53,68692400071,['Dairy'],Kroger,Kroger 2% Reduced Fat Milk,half gallon,,,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0068692400071
54,68692400037,['Dairy'],Kroger,Kroger Vitamin D Whole Milk,1/2 gallon,,,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0068692400037
55,68692400077,['Dairy'],Kroger,Kroger 1% Low Fat Milk,half gallon,,,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0068692400077
56,68692400005,['Dairy'],Kroger,Kroger Vitamin D Whole Milk,gallon,,,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0068692400005
57,68692400157,['Dairy'],Kroger,Kroger® Fat Free Skim Milk,half gallon,,,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0068692400157
58,81547301047,['Dairy'],Borden,Borden Whole Vitamin D Milk,1 pt,1.69,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081547301047
59,81547301042,['Dairy'],Borden,Borden Whole Vitamin D Milk,1 qt,2.29,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081547301042
60,3663207112,"['Natural & Organic', 'Dairy', 'Beverages']",Horizon Organic,Horizon Organic Whole Milk,6 ct / 8 fl oz,6.49,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0003663207112
61,4190007986,['Dairy'],Dairy Pure,Dairy Pure 2% Reduced Fat Milk,32 fl oz,2.59,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0004190007986
62,3663207127,"['Beverages', 'Dairy']",Horizon Organic,Horizon Organic Whole Milk,8 oz,1.0,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0003663207127
63,1111042051,['Dairy'],Springdale,Springdale 1/2% Lowfat Milk,1 gal,2.69,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111042051
64,81547301038,['Dairy'],Borden,Borden 2% Reduced Fat Milk,1/2 gal,2.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081547301038
65,81547301033,['Dairy'],Borden,Borden 2% Reduced Fat Milk,1 gal,3.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081547301033
66,81547301043,['Dairy'],Borden,Borden 2% Reduced Fat Milk,1 qt,2.29,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081547301043
67,81547301048,['Dairy'],Borden,Borden 2% Reduced Fat Milk,1 pt,1.69,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081547301048
68,76352800006,['Dairy'],Promised Land,Promised Land Dairy Vitamin D Ultra-Pasteurized Whole Milk,52 fl oz,4.39,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0076352800006
69,81162002205,"['Dairy', 'Beverages']",Fairlife,Fairlife 2% Reduced Fat Ultra-Filtered Milk,6 bottles / 8 fl oz,6.99,5.99,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081162002205
70,76352800020,['Dairy'],Promised Land,Promised Land Dairy 2% Reduced Fat Milk,52 fl oz,4.39,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0076352800020
71,81162002253,['Dairy'],Good Moo'd,Good Moo'd 2% Reduced Fat Milk,64 fl oz,4.39,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081162002253
72,81547301688,['Dairy'],Borden,Borden Hi-Protein 2% Reduced Fat Milk,1 gal,3.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081547301688
73,81162002254,['Dairy'],Good Moo'd,Good Moo'd Whole Milk,64 fl oz,3.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081162002254
74,81547301689,['Dairy'],Borden,Borden Hi-Protein 2% Reduced Fat Milk,1/2 gal,2.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081547301689
75,88303800001,['Dairy'],LaLa,LALA Vitamin D Whole Milk,1 gal,4.49,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0088303800001
76,81547301044,['Dairy'],Borden,Borden 1% Lowfat Milk,1 qt,2.29,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081547301044
77,81547301045,['Dairy'],Borden,Borden Fat Free Skim Milk,1 qt,2.29,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081547301045
78,88303800050,['Dairy'],,Lala 2% Milk,1 gal,4.49,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0088303800050
79,81547301719,['Dairy'],Borden,Borden State Fair Banana Taffy Whole Milk,16 fl oz,1.49,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081547301719
80,81003226002,['Dairy'],Sproud,Sproud Plant Based Barista Milk,33.8 fl oz,,,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0081003226002
81,4164807985,"['Dairy', 'Natural & Organic']",Better Than Milk,Better Than Milk Organic Unsweetened Oat Drink,33.8 fl oz,,,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0004164807985
82,4164807988,"['Dairy', 'Natural & Organic']",Better Than Milk,Better Than Milk Organic Unsweetened Almond Drink,33.8 fl oz,,,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0004164807988
83,4164807986,"['Natural & Organic', 'Dairy']",Better Than Milk,Better Than Milk Organic Unsweetened Rice Drink,33.8 fl oz,,,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0004164807986
84,4164807984,['Dairy'],Better Than Milk,Better Than Milk Organic Almond Drink,33.8 fl oz,,,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0004164807984
85,4164807987,['Dairy'],Better Than Milk,Better Than Milk Hazelnut Organic Rice Drink,33.8 fl oz,,,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0004164807987
86,1111042856,"['Dairy', 'Natural & Organic']",Simple Truth Organic,Simple Truth Organic® Fat Free Milk,0.5 gal,3.29,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111042856
87,1111042902,"['Natural & Organic', 'Dairy']",Simple Truth Organic,Simple Truth Organic™ 2% Reduced Fat Milk,1 gal,5.69,5.49,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111042902
88,1111042861,"['Natural & Organic', 'Dairy']",Simple Truth Organic,Simple Truth Organic™ 2% Reduced Fat Milk with DHA Omega-3,1/2 gal,3.49,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111042861
89,1111042858,"['Natural & Organic', 'Dairy']",Simple Truth Organic,Simple Truth Organic™ Whole Milk with DHA Omega-3,1/2 gal,3.49,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111042858
90,74236526445,"['Natural & Organic', 'Dairy']",Horizon Organic,Horizon Organic Vitamin D Whole Milk,1/2 gal,3.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236526445
91,1111050438,"['Natural & Organic', 'Dairy']",Simple Truth Organic,Simple Truth Organic® Lactose Free 2% Reduced Fat Milk,1/2 gal,3.49,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111050438
92,74236526425,"['Dairy', 'Natural & Organic']",Horizon Organic,Horizon Organic 2% Reduced Fat Milk,1/2 gal,3.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236526425
93,1111050434,"['Dairy', 'Natural & Organic']",Simple Truth Organic,Simple Truth Organic® Lactose Free Whole Milk,1/2 gal,3.49,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111050434
94,74236526447,"['Dairy', 'Natural & Organic']",Horizon Organic,Horizon Organic DHA Omega-3 Whole Milk,1/2 gal,4.99,4.49,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236526447
95,7290400003,"['Dairy', 'Natural & Organic']",Meyenberg,Meyenberg Vitamin D Goat Milk,1 quart,4.29,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0007290400003
96,74236526435,"['Dairy', 'Natural & Organic']",Horizon Organic,Horizon Organic DHA Omega-3 2% Reduced Fat Milk,1/2 gal,4.99,4.49,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236526435
97,74236500707,"['Dairy', 'Natural & Organic']",Horizon Organic,Horizon Organic Grassfed Whole Vitamin D Milk,1/2 gal,5.79,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236500707
98,74236526405,"['Dairy', 'Natural & Organic']",Horizon Organic,Horizon Organic Fat-Free Milk,1/2 gal,3.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236526405
99,1111050075,"['Natural & Organic', 'Dairy']",Simple Truth Organic,Simple Truth Organic® Whole Chocolate Milk,0.5 gal,3.69,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111050075
100,74236520885,"['Natural & Organic', 'Dairy']",Horizon Organic,Horizon Organic Chocolate Lowfat Milk,8 fl oz,1.0,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236520885
101,74236500675,"['Dairy', 'Natural & Organic']",Horizon Organic,Horizon Organic Whole Milk,1 gal,6.09,5.99,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236500675
102,74236500708,"['Dairy', 'Natural & Organic']",Horizon Organic,Horizon Organic Grassfed 2% Reduced Fat Milk,1/2 gal,5.79,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236500708
103,1111042862,"['Dairy', 'Natural & Organic']",Simple Truth Organic,Simple Truth Organic® 1% Low Fat Chocolate Milk,1/2 gal,3.49,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111042862
104,1111042906,"['Dairy', 'Natural & Organic']",Simple Truth Organic,Simple Truth Organic® Fat Free Milk,1 gal,5.69,5.49,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111042906
105,74236520865,"['Dairy', 'Natural & Organic']",Horizon Organic,Horizon Organic Lowfat Strawberry Milk,8 fl oz,1.0,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236520865
106,74236500416,"['Beverages', 'Natural & Organic', 'Dairy']",Horizon Organic,Horizon Organic 1% Chocolate Lowfat Milk 6 Count,6 ct / 8 fl oz,6.49,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236500416
107,74236500674,"['Dairy', 'Natural & Organic']",Horizon Organic,Horizon Organic 2% Reduced Fat Milk,1 gal,6.09,5.99,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236500674
108,74236526480,"['Dairy', 'Natural & Organic']",Horizon Organic,Horizon Organic DHA Omega-3 1% Chocolate Lowfat Milk,0.5 gal,4.99,4.49,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236526480
109,74236500432,"['Natural & Organic', 'Dairy', 'Beverages']",Horizon Organic,Horizon Organic DHA Omega-3 Lowfat Chocolate Milk,6 ct / 8 fl oz,6.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236500432
110,74236500420,"['Dairy', 'Natural & Organic', 'Beverages']",Horizon Organic,Horizon Organic 1% Lowfat Milk,6 ct / 8 fl oz,6.49,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236500420
111,74236500270,"['Natural & Organic', 'Dairy', 'Beverages']",Horizon Organic,Horizon Organic Lowfat Chocolate Milk 12 Count,12 ct / 8 fl oz,11.99,11.49,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236500270
112,85508800568,"['Natural & Organic', 'Dairy']",Maple Hill,Maple Hill Organic 100% Grassfed Reduced Fat Milk,1/2 gal,7.29,5.79,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0085508800568
113,74236500417,"['Dairy', 'Natural & Organic', 'Beverages']",Horizon Organic,Horizon Organic 1% Vanilla Lowfat Milk 6 Count,6 ct / 8 fl oz,6.49,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236500417
114,74236500421,"['Beverages', 'Dairy', 'Natural & Organic']",Horizon Organic,Horizon Organic Reduced Fat Strawberry Milk,6 ct / 8 fl oz,6.49,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236500421
115,74236500434,"['Dairy', 'Natural & Organic', 'Beverages']",Horizon Organic,Horizon Organic Lowfat Milk Boxes,12 ct / 8 fl oz,11.99,11.49,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236500434
116,3663207113,"['Natural & Organic', 'Dairy', 'Beverages']",Horizon Organic,Horizon Organic Whole Milk Cartons,12 ct / 8 fl oz,11.99,11.49,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0003663207113
117,74236500318,"['Beverages', 'Natural & Organic', 'Dairy']",Horizon Organic,Horizon Organic Lowfat Vanilla Milk 12 Count,12 ct / 8 fl oz,11.99,11.49,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236500318
118,74236500431,"['Beverages', 'Natural & Organic', 'Dairy']",Horizon Organic,Horizon Organic DHA Omega-3 Lowfat Vanilla Milk,6 ct / 8 fl oz,6.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236500431
119,74236500437,"['Beverages', 'Natural & Organic', 'Dairy']",Horizon Organic,Horizon Organic DHA Omega-3 Lowfat Chocolate Milk Boxes,12 ct / 8 fl oz,,,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0074236500437
120,2529300099,"['Natural & Organic', 'Dairy']",Silk,Silk Vanilla Almond Milk,1/2 gal,2.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0002529300099
121,1111089536,"['Dairy', 'Natural & Organic']",Simple Truth,Simple Truth® Almond Milk,1/2 gal,2.79,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111089536
122,2529300275,"['Dairy', 'Natural & Organic']",Silk,Silk Unsweetened Cashew Milk,64 fl oz,3.29,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0002529300275
123,4157005413,"['Dairy', 'Natural & Organic']",Almond Breeze,Blue Diamond Almond Breeze Unsweetened Almond Milk,32 fl oz,2.19,1.99,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0004157005413
124,2529300242,"['Natural & Organic', 'Dairy']",Silk,Silk Unsweetened Almond & Coconut Milk Blend,1/2 gal,2.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0002529300242
125,85290900342,"['Dairy', 'Natural & Organic']",Califia Farms,Califia Farms Pure Toasted Coconut Almond Milk Blend,48 fl oz,4.49,3.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0085290900342
126,2529300451,"['Natural & Organic', 'Dairy']",Silk,Silk Chocolate Protein Almond & Cashew Milk,64 fl oz,2.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0002529300451
127,2529300380,"['Dairy', 'Natural & Organic']",Silk,Silk Original Almond & Cashew Protein Milk,64 fl oz,2.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0002529300380
128,2529300377,"['Natural & Organic', 'Dairy']",Silk,Silk Original Unsweetened Almond Milk,96 fl oz,4.39,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0002529300377
129,2529300379,"['Dairy', 'Natural & Organic']",Silk,Silk Unsweetened Vanilla Almond Milk,96 fl oz,4.39,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0002529300379
130,4157005416,"['Dairy', 'Natural & Organic']",Almond Breeze,Blue Diamond Almond Breeze Vanilla Unsweetened Almond Milk,32 fl oz,2.19,1.99,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0004157005416
131,1111084185,"['Natural & Organic', 'Dairy']",Simple Truth,Simple Truth® Unsweetened Coconut Milk,32 fl oz,1.79,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111084185
132,4157006836,"['Dairy', 'Natural & Organic']",Almond Breeze,Blue Diamond Vanilla Almond Milk,32 fl oz,2.19,1.99,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0004157006836
133,1111081557,"['Natural & Organic', 'Dairy']",Simple Truth Organic,Simple Truth Organic™ Unsweetened Almond Milk,32 fl oz,1.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0001111081557
134,4157006827,"['Dairy', 'Natural & Organic']",Almond Breeze,Blue Diamond Almond Breeze Original Almond Milk,32 fl oz,2.19,1.99,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0004157006827
135,85564300604,"['Natural & Organic', 'Dairy']",Ripple,Ripple Original Unsweetened Plant-Based Milk,48 fl oz,4.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0085564300604
136,85564300605,"['Dairy', 'Natural & Organic']",Ripple,Ripple Original Dairy-Free Pea Milk,48 fl oz,4.99,0.0,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0085564300605
137,4157006837,"['Dairy', 'Natural & Organic']",Almond Breeze,Blue Diamond Almond Breeze Chocolate Almond Milk,32 fl oz,2.19,1.99,02/08/2021,3400312,https://www.kroger.com/product/images/xlarge/front/0004157006837
